Generation,MaxFitness,SurvivedCount
0,0.04000,279.00000
1,0.06250,349.00000
2,0.11111,313.00000
3,0.25000,360.00000
4,1.00000,317.00000
5,1.30612,358.00000
6,1.36111,346.00000
7,1.44000,356.00000
8,1.56250,313.00000
9,1.77778,329.00000
10,2.25000,333.00000
11,4.00000,334.00000
12,4.84000,312.00000
13,5.06250,321.00000
14,5.44444,307.00000
15,6.25000,324.00000
16,9.00000,257.00000
17,9.00000,269.00000
18,10.24000,257.00000
19,10.02778,251.00000
20,10.02778,291.00000
21,10.24000,333.00000
22,10.56250,288.00000
23,11.11111,239.00000
24,12.25000,281.00000
25,16.00000,251.00000
26,18.06250,253.00000
27,18.77778,215.00000
28,20.25000,172.00000
29,25.00000,197.00000
30,25.00000,182.00000
31,26.69444,185.00000
32,26.69444,180.00000
33,27.56250,190.00000
34,27.04000,198.00000
35,27.56250,234.00000
36,28.44444,218.00000
37,28.44444,212.00000
38,28.44444,213.00000
39,28.44444,223.00000
40,30.25000,224.00000
41,30.25000,229.00000
42,36.00000,227.00000
43,36.00000,243.00000
44,37.73469,259.00000
45,38.02778,242.00000
46,38.02778,255.00000
47,38.44000,242.00000
48,39.06250,256.00000
49,39.06250,259.00000
50,38.44000,245.00000
51,39.06250,258.00000
52,39.06250,247.00000
53,39.06250,254.00000
54,42.25000,259.00000
55,40.11111,239.00000
56,40.11111,213.00000
57,40.11111,210.00000
58,49.00000,244.00000
59,42.25000,221.00000
60,49.00000,275.00000
61,50.00510,250.00000
62,50.08284,231.00000
63,50.08284,278.00000
64,50.08284,319.00000
65,50.00510,306.00000
66,50.08284,302.00000
67,50.17361,320.00000
68,50.17361,320.00000
69,50.28099,281.00000
70,50.41000,260.00000
71,50.41000,274.00000
72,50.56790,250.00000
73,50.56790,216.00000
74,50.56790,249.00000
75,51.02041,223.00000
76,50.76563,237.00000
77,51.02041,230.00000
78,51.36111,265.00000
79,51.84000,259.00000
80,51.84000,290.00000
81,52.56250,327.00000
82,52.56250,320.00000
83,56.25000,303.00000
84,56.25000,330.00000
85,56.25000,334.00000
86,64.00000,315.00000
87,65.61000,335.00000
88,65.79012,347.00000
89,66.01563,303.00000
90,66.01563,295.00000
91,66.30612,297.00000
92,66.69444,286.00000
93,66.69444,288.00000
94,66.69444,292.00000
95,66.69444,293.00000
96,66.69444,266.00000
97,67.24000,275.00000
98,67.24000,291.00000
99,67.24000,266.00000
100,69.44444,246.00000
101,68.06250,272.00000
102,68.06250,263.00000
103,67.24000,240.00000
104,69.44444,238.00000
105,69.44444,256.00000
106,69.44444,292.00000
107,72.25000,285.00000
108,81.00000,300.00000
109,81.00000,259.00000
110,81.00000,303.00000
111,82.29082,293.00000
112,82.50694,323.00000
113,82.64463,335.00000
114,82.50694,301.00000
115,82.81000,311.00000
116,82.81000,299.00000
117,82.81000,309.00000
118,82.81000,328.00000
119,83.26563,331.00000
120,82.64463,307.00000
121,82.81000,298.00000
122,82.64463,319.00000
123,83.01235,300.00000
124,82.81000,301.00000
125,82.64463,283.00000
126,82.81000,302.00000
127,83.26563,271.00000
128,82.81000,257.00000
129,83.26563,267.00000
130,83.26563,256.00000
131,83.26563,282.00000
132,83.01235,308.00000
133,83.26563,314.00000
134,84.02778,301.00000
135,84.02778,327.00000
136,85.56250,323.00000
137,85.56250,341.00000
138,87.11111,311.00000
139,87.11111,316.00000
140,90.25000,348.00000
141,100.00000,323.00000
142,100.00000,322.00000
143,102.87755,324.00000
144,102.87755,327.00000
145,102.87755,308.00000
146,103.36111,317.00000
147,103.36111,304.00000
148,104.04000,283.00000
149,104.04000,314.00000
150,105.06250,304.00000
151,104.04000,306.00000
152,105.06250,271.00000
153,106.77778,286.00000
154,110.25000,270.00000
155,110.25000,286.00000
156,121.00000,207.00000
157,121.00000,262.00000
158,121.00000,318.00000
159,122.29758,322.00000
160,122.29758,285.00000
161,122.47111,252.00000
162,122.47111,252.00000
163,122.47111,293.00000
164,122.47111,310.00000
165,122.57653,284.00000
166,122.47111,230.00000
167,122.47111,246.00000
168,122.57653,240.00000
169,122.57653,230.00000
170,122.57653,227.00000
171,122.57653,234.00000
172,122.57653,227.00000
173,122.57653,236.00000
174,122.57653,254.00000
175,122.57653,292.00000
176,122.47111,300.00000
177,122.57653,296.00000
178,122.57653,288.00000
179,122.57653,295.00000
180,122.57653,263.00000
181,122.57653,306.00000
182,122.69822,299.00000
183,122.84028,285.00000
184,122.84028,312.00000
185,123.00826,316.00000
186,123.00826,316.00000
187,123.45679,309.00000
188,123.45679,286.00000
189,123.45679,311.00000
190,123.76563,335.00000
191,123.76563,293.00000
192,124.16327,317.00000
193,124.69444,334.00000
194,124.69444,344.00000
195,126.56250,303.00000
196,124.69444,318.00000
197,125.44000,316.00000
198,125.44000,320.00000
199,132.25000,346.00000
200,128.44444,341.00000
201,126.56250,343.00000
202,128.44444,313.00000
203,144.00000,323.00000
204,144.00000,329.00000
205,144.00000,354.00000
