Generation,MaxFitness,SurvivedCount
200,72.25000,324.00000
201,72.25000,314.00000
202,81.00000,307.00000
203,81.00000,271.00000
204,82.20444,250.00000
205,82.29082,206.00000
206,82.39053,259.00000
207,82.39053,227.00000
208,82.39053,226.00000
209,82.50694,241.00000
210,82.64463,198.00000
211,82.64463,213.00000
212,82.64463,226.00000
213,82.64463,224.00000
214,82.50694,225.00000
215,82.64463,230.00000
216,82.50694,219.00000
217,82.50694,215.00000
218,82.64463,212.00000
219,82.39053,227.00000
220,82.50694,218.00000
221,82.50694,209.00000
222,82.50694,197.00000
223,82.81000,205.00000
224,82.39053,200.00000
225,82.64463,194.00000
226,82.39053,209.00000
227,82.64463,216.00000
228,82.64463,178.00000
229,82.64463,201.00000
230,82.50694,181.00000
231,82.39053,204.00000
232,82.50694,196.00000
233,82.64463,188.00000
234,83.01235,193.00000
235,82.64463,206.00000
236,82.64463,203.00000
237,82.39053,208.00000
238,82.64463,198.00000
239,82.64463,214.00000
240,82.64463,213.00000
241,82.64463,205.00000
242,82.39053,205.00000
243,82.50694,225.00000
244,82.50694,233.00000
245,83.01235,211.00000
246,82.50694,201.00000
247,82.50694,202.00000
248,82.50694,213.00000
249,82.50694,208.00000
250,82.50694,218.00000
251,82.39053,225.00000
252,82.29082,193.00000
253,82.29082,243.00000
254,82.29082,209.00000
255,82.50694,243.00000
256,82.39053,218.00000
257,82.39053,223.00000
258,82.50694,209.00000
259,82.39053,219.00000
260,82.50694,226.00000
261,82.50694,197.00000
262,82.50694,207.00000
263,82.50694,204.00000
264,82.50694,202.00000
265,82.81000,239.00000
266,82.64463,234.00000
267,82.39053,223.00000
268,82.81000,210.00000
269,82.64463,221.00000
270,83.01235,211.00000
271,82.50694,228.00000
272,82.50694,231.00000
273,82.50694,211.00000
274,82.50694,228.00000
275,82.50694,233.00000
276,82.39053,243.00000
277,82.50694,227.00000
278,82.50694,220.00000
279,82.64463,226.00000
280,82.50694,227.00000
281,82.64463,227.00000
282,82.50694,179.00000
283,82.39053,206.00000
284,82.50694,198.00000
285,82.39053,215.00000
286,82.50694,240.00000
287,82.64463,250.00000
288,82.50694,196.00000
289,82.39053,208.00000
290,82.50694,214.00000
291,82.39053,229.00000
292,82.64463,241.00000
293,82.50694,233.00000
294,82.64463,202.00000
295,82.39053,215.00000
296,82.50694,251.00000
297,82.64463,226.00000
298,82.29082,254.00000
299,82.50694,261.00000
300,82.50694,250.00000
301,82.50694,243.00000
302,82.64463,225.00000
303,82.64463,227.00000
304,82.50694,269.00000
305,82.50694,249.00000
306,82.50694,216.00000
307,82.50694,236.00000
308,82.50694,246.00000
309,82.50694,220.00000
310,82.39053,241.00000
311,82.50694,239.00000
312,82.64463,254.00000
313,82.64463,257.00000
314,82.81000,274.00000
315,83.01235,295.00000
316,83.01235,305.00000
317,83.26563,302.00000
318,83.26563,330.00000
319,83.59184,336.00000
320,84.02778,307.00000
321,85.56250,319.00000
322,84.64000,353.00000
323,84.64000,345.00000
324,85.56250,333.00000
325,87.11111,321.00000
326,90.25000,339.00000
327,90.25000,344.00000
328,106.77778,335.00000
329,106.77778,303.00000
330,110.25000,319.00000
331,121.00000,319.00000
332,132.25000,324.00000
333,132.25000,331.00000
334,132.25000,320.00000
335,132.25000,333.00000
336,144.00000,330.00000
